"ID"	"Gene.title"	"Gene.symbol"	"Gene.ID"	"UniGene.title"	"UniGene.symbol"	"UniGene.ID"	"Nucleotide.Title"	"GI"	"GenBank.Accession"	"Platform_CLONEID"	"Platform_ORF"	"Platform_SPOTID"	"Chromosome.location"	"Chromosome.annotation"	"GO.Function"	"GO.Process"	"GO.Component"	"GO.Function.ID"	"GO.Process.ID"	"GO.Component.ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"8003758"	8003758	"platelet activating factor acetylhydrolase 1b regulatory subunit 1"	"PAFAH1B1"	"5048"	""	""	""	"Homo sapiens platelet activating factor acetylhydrolase 1b regulatory subunit 1 (PAFAH1B1), mRNA///Homo sapiens isolate 3 Miller-Dieker lissencephaly protein (MDCR) mRNA, complete cds///Homo sapiens isolate 4 Miller-Dieker lissencephaly protein (MDCR) mRNA, complete cds///Homo sapiens platelet-activating factor acetyl hydrolase isoform Ib alpha subunit (PHFAH1B1) mRNA, complete cds///Homo sapiens platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa, mRNA (cDNA clone MGC:70757 IMAGE:5786560), complete cds///Homo sapiens mRNA; cDNA DKFZp686E02158 (from clone DKFZp686E02158)///Homo sapiens(clone 71) Miller-Dieker lissencephaly protein (LIS1) mRNA, complete cds///Homo sapiens (clone 47) Miller-Dieker lissencephaly protein (LIS1) mRNA, complete cds///Homo sapiens (clone 6-1) Miller-Dieker lissencephaly protein (LIS1) mRNA, complete cds///Human LIS mRNA"	"164419737///17056920///17056922///15217062///40352754///31874273///349823///349825///349827///602459"	"NM_000430///AF208837///AF208838///AF400434///BC064638///BX538346///L13385///L13386///L13387///L25107"	NA	NA	"chr17:2496936-2588909"	"17p13.3"	"Chromosome 17, NC_000017.11 (2593210..2685617)"	"dynactin binding///dynein binding///dynein intermediate chain binding///heparin binding///microtubule binding///microtubule binding///phospholipase A2 activity///phospholipase binding///phosphoprotein binding///protein binding///protein complex binding///protein homodimerization activity"	"G2/M transition of mitotic cell cycle///acrosome assembly///actin cytoskeleton organization///adult locomotory behavior///ameboidal-type cell migration///auditory receptor cell development///brain morphogenesis///cerebral cortex development///cerebral cortex neuron differentiation///chemical synaptic transmission///cochlea development///corpus callosum morphogenesis///cortical microtubule organization///establishment of centrosome localization///establishment of mitotic spindle orientation///establishment of planar polarity of embryonic epithelium///germ cell development///hippocampus development///layer formation in cerebral cortex///learning or memory///lipid catabolic process///microtubule cytoskeleton organization///microtubule cytoskeleton organization involved in establishment of planar polarity///microtubule organizing center organization///microtubule-based process///mitotic nuclear division///negative regulation of JNK cascade///negative regulation of neuron projection development///neuroblast proliferation///neuromuscular process controlling balance///neuron migration///neuron migration///nuclear envelope disassembly///nuclear migration///osteoclast development///platelet activating factor metabolic process///positive regulation of axon extension///positive regulation of cytokine-mediated signaling pathway///positive regulation of dendritic spine morphogenesis///positive regulation of embryonic development///positive regulation of mitotic cell cycle///protein secretion///regulation of GTPase activity///regulation of microtubule cytoskeleton organization///regulation of microtubule motor activity///retrograde axonal transport///retrograde axonal transport///sister chromatid cohesion///stem cell division///transmission of nerve impulse///vesicle transport along microtubule///vesicle transport along microtubule"	"astral microtubule///axon cytoplasm///cell cortex///colocalizes_with cell leading edge///centrosome///centrosome///cytosol///cytosol///extracellular exosome///growth cone///kinesin complex///kinetochore///microtubule associated complex///motile primary cilium///neuronal cell body///nuclear envelope///nuclear membrane///perinuclear region of cytoplasm"	"GO:0034452///GO:0045502///GO:0045505///GO:0008201///GO:0008017///GO:0008017///GO:0004623///GO:0043274///GO:0051219///GO:0005515///GO:0032403///GO:0042803"	"GO:0000086///GO:0001675///GO:0030036///GO:0008344///GO:0001667///GO:0060117///GO:0048854///GO:0021987///GO:0021895///GO:0007268///GO:0090102///GO:0021540///GO:0043622///GO:0051660///GO:0000132///GO:0042249///GO:0007281///GO:0021766///GO:0021819///GO:0007611///GO:0016042///GO:0000226///GO:0090176///GO:0031023///GO:0007017///GO:0007067///GO:0046329///GO:0010977///GO:0007405///GO:0050885///GO:0001764///GO:0001764///GO:0051081///GO:0007097///GO:0036035///GO:0046469///GO:0045773///GO:0001961///GO:0061003///GO:0040019///GO:0045931///GO:0009306///GO:0043087///GO:0070507///GO:2000574///GO:0008090///GO:0008090///GO:0007062///GO:0017145///GO:0019226///GO:0047496///GO:0047496"	"GO:0000235///GO:1904115///GO:0005938///colocalizes_with GO:0031252///GO:0005813///GO:0005813///GO:0005829///GO:0005829///GO:0070062///GO:0030426///GO:0005871///GO:0000776///GO:0005875///GO:0031512///GO:0043025///GO:0005635///GO:0031965///GO:0048471"	-0.313863928571426	9.5099187755102	-9.64240053967353	6.06590896470471e-16	2.84474043377145e-13	25.8164848621009
"7895894"	7895894	""	""	""	""	""	""	""	""	""	NA	NA	"control"	""	""	""	""	""	""	""	""	-0.646713809523808	9.25353387755102	-9.62936442657128	6.47837318038468e-16	2.99597766371207e-13	25.752381352682
"8109438"	8109438	"La ribonucleoprotein domain family member 1"	"LARP1"	"23367"	""	""	""	"Homo sapiens La ribonucleoprotein domain family member 1 (LARP1), mRNA///PREDICTED: Homo sapiens La ribonucleoprotein domain family member 1 (LARP1), transcript variant X8, mRNA///Homo sapiens mRNA for KIAA0731 protein, partial cds///Homo sapiens cDNA, FLJ97502///Homo sapiens La ribonucleoprotein domain family, member 1, mRNA (cDNA clone MGC:2954 IMAGE:3138935), complete cds"	"507417934///767937680///3882182///164692521///38014962"	"NM_015315///XM_005268407///AB018274///AK307554///BC001460"	NA	NA	"chr5:154092462-154197165"	"5q33.2"	"Chromosome 5, NC_000005.10 (154682663..154817607)"	"RNA cap binding///cadherin binding involved in cell-cell adhesion///eukaryotic initiation factor 4E binding///mRNA 3'-UTR binding///mRNA 5'-UTR binding///poly(A) RNA binding///protein binding///translation activator activity///translation initiation factor binding"	"TOR signaling///cell proliferation///cell-cell adhesion///positive regulation of macroautophagy///positive regulation of translation///positive regulation of viral genome replication///translational initiation"	"colocalizes_with TORC1 complex///cell-cell adherens junction///cytoplasm///membrane///nucleoplasm"	"GO:0000339///GO:0098641///GO:0008190///GO:0003730///GO:0048027///GO:0044822///GO:0005515///GO:0008494///GO:0031369"	"GO:0031929///GO:0008283///GO:0098609///GO:0016239///GO:0045727///GO:0045070///GO:0006413"	"colocalizes_with GO:0031931///GO:0005913///GO:0005737///GO:0016020///GO:0005654"	0.369735714285717	10.5980591836735	9.6114147419582	7.09256893198123e-16	3.21169077525347e-13	25.6641178335528
"8130578"	8130578	"small nucleolar RNA, H/ACA box 20"	"SNORA20"	"677806"	""	""	""	"Homo sapiens small nucleolar RNA, H/ACA box 20 (SNORA20), small nucleolar RNA"	"91680828"	"NR_002960"	NA	NA	"chr6:160201282-160201413"	"6q25.3"	"Chromosome 6, NC_000006.12 (159780250..159780381, complement)"	""	""	""	""	""	""	-1.30649714285715	8.57752459183673	-9.6101568079228	7.137733650742e-16	3.21169077525347e-13	25.6579323162578
"7894195"	7894195	""	""	""	""	""	""	""	""	""	NA	NA	"control"	""	""	""	""	""	""	""	""	0.456840476190475	11.6081918367347	9.56940968323602	8.76706026409622e-16	3.89222407484816e-13	25.4575777061581
"8011759"	8011759	"profilin 1"	"PFN1"	"5216"	""	""	""	"Homo sapiens profilin 1 (PFN1), mRNA///Homo sapiens profilin 1, mRNA (cDNA clone MGC:2264 IMAGE:3349355), complete cds///Homo sapiens profilin 1, mRNA (cDNA clone MGC:5227 IMAGE:2900010), complete cds///Homo sapiens profilin 1, mRNA (cDNA clone MGC:17826 IMAGE:3896948), complete cds///Homo sapiens profilin 1, mRNA (cDNA clone MGC:10045 IMAGE:3890384), complete cds///Homo sapiens profilin 1, mRNA (cDNA clone MGC:71801 IMAGE:30337970), complete cds///Human profilin mRNA, complete cds"	"394582017///33990783///13879571///15488590///15929461///34785532///190385"	"NM_005022///BC002475///BC006768///BC013439///BC015164///BC057828///J03191"	NA	NA	"chr17:4848947-4852322"	"17p13.3"	"Chromosome 17, NC_000017.11 (4945650..4949088, complement)"	"Rho GTPase binding///actin binding///actin monomer binding///adenyl-nucleotide exchange factor activity///cadherin binding involved in cell-cell adhesion///phosphatidylinositol-4,5-bisphosphate binding///poly(A) RNA binding///proline-rich region binding///protein binding///receptor binding"	"Wnt signaling pathway, planar cell polarity pathway///actin cytoskeleton organization///cell-cell adhesion///cellular response to growth factor stimulus///negative regulation of actin filament bundle assembly///negative regulation of actin filament polymerization///negative regulation of stress fiber assembly///neural tube closure///positive regulation of ATPase activity///positive regulation of DNA metabolic process///positive regulation of actin filament bundle assembly///positive regulation of actin filament polymerization///positive regulation of epithelial cell migration///positive regulation of ruffle assembly///positive regulation of stress fiber assembly///positive regulation of transcription from RNA polymerase II promoter///positive regulation of viral transcription///protein stabilization"	"blood microparticle///cell cortex///cell-cell adherens junction///cytoplasm///cytoskeleton///cytosol///extracellular exosome///focal adhesion///membrane///neuron projection///nucleus///synapse"	"GO:0017048///GO:0003779///GO:0003785///GO:0000774///GO:0098641///GO:0005546///GO:0044822///GO:0070064///GO:0005515///GO:0005102"	"GO:0060071///GO:0030036///GO:0098609///GO:0071363///GO:0032232///GO:0030837///GO:0051497///GO:0001843///GO:0032781///GO:0051054///GO:0032233///GO:0030838///GO:0010634///GO:1900029///GO:0051496///GO:0045944///GO:0050434///GO:0050821"	"GO:0072562///GO:0005938///GO:0005913///GO:0005737///GO:0005856///GO:0005829///GO:0070062///GO:0005925///GO:0016020///GO:0043005///GO:0005634///GO:0045202"	0.364590476190468	12.8488918367347	9.55005653371617	9.6663314059108e-16	4.23499785292911e-13	25.3624234219544
"8035600"	8035600	"transmembrane protein 161A"	"TMEM161A"	"54929"	""	""	""	"Homo sapiens transmembrane protein 161A (TMEM161A), transcript variant 1, mRNA///Homo sapiens clone DNA57711 AVLG582 (UNQ582) mRNA, complete cds///Homo sapiens transmembrane protein 161A, mRNA (cDNA clone MGC:12224 IMAGE:4041226), complete cds///Homo sapiens transmembrane protein 161A, mRNA (cDNA clone IMAGE:3923800), partial cds///Homo sapiens transmembrane protein 161A (TMEM161A), transcript variant 2, mRNA///Homo sapiens cDNA FLJ39645 fis, clone SMINT2004086"	"377520155///37181281///13528818///34783017///377520156///21756584"	"NM_017814///AY358088///BC005210///BC016478///NM_001256766///AK096964"	NA	NA	"chr19:19230426-19249287"	"19p13.11"	"Chromosome 19, NC_000019.10 (19119616..19138501, complement)"	""	"cellular response to UV///cellular response to oxidative stress///negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage///positive regulation of DNA repair///response to retinoic acid"	"integral component of membrane"	""	"GO:0034644///GO:0034599///GO:1902230///GO:0045739///GO:0032526"	"GO:0016021"	0.352889285714292	8.23964724489796	9.540310657438	1.01535187325172e-15	4.39067160047566e-13	25.3145071033062
"8019376"	8019376	"dihydrouridine synthase 1 like"	"DUS1L"	"64118"	""	""	""	"Homo sapiens dihydrouridine synthase 1 like (DUS1L), mRNA///Homo sapiens PP3111 mRNA, complete cds///Homo sapiens dihydrouridine synthase 1-like (S. cerevisiae), mRNA (cDNA clone MGC:71069 IMAGE:5171876), complete cds///Homo sapiens dihydrouridine synthase 1-like (S. cerevisiae), mRNA (cDNA clone MGC:70546 IMAGE:6092677), complete cds///Homo sapiens mRNA for PP3111 protein variant, clone: sj03213"	"386781331///10732649///38511480///40787787///110624406"	"NM_022156///AF202637///BC062566///BC064918///AK226154"	NA	NA	"chr17:80015748-80023680"	"17q25.3"	"Chromosome 17, NC_000017.11 (82057872..82065821, complement)"	"flavin adenine dinucleotide binding///tRNA dihydrouridine synthase activity"	"oxidation-reduction process///tRNA dihydrouridine synthesis"	"cytosol"	"GO:0050660///GO:0017150"	"GO:0055114///GO:0002943"	"GO:0005829"	0.283816666666665	9.11664285714286	9.53190765258147	1.05932335790774e-15	4.52208844208384e-13	25.2731940049601
"8009685"	8009685	"SLC9A3 regulator 1"	"SLC9A3R1"	"9368"	""	""	""	"Homo sapiens SLC9A3 regulator 1 (SLC9A3R1), mRNA///Homo sapiens ezrin-radixin-moesin binding phosphoprotein-50 mRNA, complete cds///Homo sapiens Na+/H+ exchange regulatory co-factor (NHERF) mRNA, complete cds///Homo sapiens solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1, mRNA (cDNA clone MGC:1482 IMAGE:3138881), complete cds///Homo sapiens solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1, mRNA (cDNA clone MGC:5270 IMAGE:2900516), complete cds///Homo sapiens solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1, mRNA (cDNA clone MGC:19770 IMAGE:3640162), complete cds///Homo sapiens solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1, mRNA (cDNA clone MGC:61480 IMAGE:5218414), complete cds///Homo sapiens mRNA; cDNA DKFZp686A10131 (from clone DKFZp686A10131)"	"381214354///3220018///2920584///33876226///13097185///15079984///31419626///34367462"	"NM_004252///AF015926///AF036241///BC001443///BC003361///BC011777///BC053350///BX648303"	NA	NA	"chr17:72744509-72765494"	"17q25.1"	"Chromosome 17, NC_000017.11 (74748612..74769360)"	"PDZ domain binding///beta-2 adrenergic receptor binding///beta-catenin binding///chloride channel regulator activity///dopamine receptor binding///growth factor receptor binding///phosphatase binding///protein binding///protein complex binding///protein complex scaffold///protein self-association///receptor binding"	"Wnt signaling pathway///actin cytoskeleton organization///adenylate cyclase-activating dopamine receptor signaling pathway///auditory receptor cell stereocilium organization///bile acid secretion///cAMP-mediated signaling///cellular phosphate ion homeostasis///establishment of Golgi localization///establishment of epithelial cell apical/basal polarity///establishment of nucleus localization///establishment of protein localization to plasma membrane///gland morphogenesis///glutathione transport///microvillus assembly///negative regulation of ERK1 and ERK2 cascade///negative regulation of catenin import into nucleus///negative regulation of cell migration///negative regulation of cell proliferation///negative regulation of cell proliferation///negative regulation of mitotic cell cycle///negative regulation of phosphatidylinositol 3-kinase signaling///negative regulation of platelet-derived growth factor receptor signaling pathway///negative regulation of protein kinase B signaling///negative regulation of sodium:proton antiporter activity///phospholipase C-activating dopamine receptor signaling pathway///positive regulation of intrinsic apoptotic signaling pathway///protein complex assembly///regulation of cell shape///regulation of cell size///regulation of excretion///regulation of protein kinase activity///regulation of sodium:proton antiporter activity///renal absorption///renal phosphate ion absorption///renal sodium ion transport///sensory perception of sound"	"actin cytoskeleton///apical plasma membrane///brush border membrane///cell periphery///centrosome///cytoplasm///endomembrane system///extracellular exosome///filopodium///intracellular membrane-bounded organelle///membrane///membrane raft///microvillus///microvillus membrane///NOT nucleus///perinuclear region of cytoplasm///plasma membrane///ruffle///sperm midpiece///stereocilium tip///vesicle"	"GO:0030165///GO:0031698///GO:0008013///GO:0017081///GO:0050780///GO:0070851///GO:0019902///GO:0005515///GO:0032403///GO:0032947///GO:0043621///GO:0005102"	"GO:0016055///GO:0030036///GO:0007191///GO:0060088///GO:0032782///GO:0019933///GO:0030643///GO:0051683///GO:0045198///GO:0040023///GO:0090002///GO:0022612///GO:0034635///GO:0030033///GO:0070373///GO:0035414///GO:0030336///GO:0008285///GO:0008285///GO:0045930///GO:0014067///GO:0010642///GO:0051898///GO:0032416///GO:0060158///GO:2001244///GO:0006461///GO:0008360///GO:0008361///GO:0044062///GO:0045859///GO:0032415///GO:0070293///GO:0097291///GO:0003096///GO:0007605"	"GO:0015629///GO:0016324///GO:0031526///GO:0071944///GO:0005813///GO:0005737///GO:0012505///GO:0070062///GO:0030175///GO:0043231///GO:0016020///GO:0045121///GO:0005902///GO:0031528///NOT GO:0005634///GO:0048471///GO:0005886///GO:0001726///GO:0097225///GO:0032426///GO:0031982"	0.549693333333332	10.6837271428571	9.519961478745	1.12513145438105e-15	4.74221544766148e-13	25.2144625277809
"8030366"	8030366	"small nucleolar RNA, C/D box 35A"	"SNORD35A"	"26816"	""	""	""	"Homo sapiens small nucleolar RNA, C/D box 35A (SNORD35A), small nucleolar RNA"	"22546016"	"NR_000018"	NA	NA	"chr19:49994432-49994517"	"19q13.3"	"Chromosome 19, NC_000019.10 (49491175..49491260)"	""	""	""	""	""	""	-1.05674285714285	10.2309846938776	-9.51267270726172	1.16727426097918e-15	4.85834138347798e-13	25.1786293336612
"7996685"	7996685	"enhancer of mRNA decapping 4"	"EDC4"	"23644"	""	""	""	"Homo sapiens enhancer of mRNA decapping 4 (EDC4), mRNA///Homo sapiens cDNA FLJ46741 fis, clone TRACH3021373///Homo sapiens enhancer of mRNA decapping 4, mRNA (cDNA clone MGC:50940 IMAGE:6065418), complete cds///Homo sapiens enhancer of mRNA decapping 4, mRNA (cDNA clone MGC:70559 IMAGE:5575195), complete cds///Human autoantigen mRNA, complete cds///Human autoantigen mRNA, complete cds"	"356461041///34536025///27694439///40352977///533201///596133"	"NM_014329///AK128582///BC043616///BC064567///L26339///U17474"	NA	NA	"chr16:67906999-67918406"	"16q22.1"	"Chromosome 16, NC_000016.10 (67873023..67884514)"	"protein binding"	"biological_process///exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay"	"cytoplasm///cytoplasmic mRNA processing body///cytosol///intracellular membrane-bounded organelle///membrane///nucleoplasm///nucleus"	"GO:0005515"	"GO:0008150///GO:0043928"	"GO:0005737///GO:0000932///GO:0005829///GO:0043231///GO:0016020///GO:0005654///GO:0005634"	0.302380833333334	9.45033357142857	9.49116248468106	1.3010666521932e-15	5.34834769358974e-13	25.0728845972098
"8151993"	8151993	"cytochrome c oxidase subunit 6C"	"COX6C"	"1345"	""	""	""	"Homo sapiens cytochrome c oxidase subunit 6C (COX6C), mRNA///Homo sapiens cytochrome c oxidase subunit VIc, mRNA (cDNA clone MGC:1520 IMAGE:3350637), complete cds///Homo sapiens cytochrome c oxidase subunit VIc mRNA, complete cds///Human mRNA for cytochrome c oxidase subunit VIc"	"301069354///34783038///30582852///1200056"	"NM_004374///BC000187///BT007007///X13238"	NA	NA	"chr8:100890372-100905895"	"8q22.2"	"Chromosome 8, NC_000008.11 (99877995..99894014, complement)"	"cytochrome-c oxidase activity"	"generation of precursor metabolites and energy///hydrogen ion transmembrane transport///mitochondrial electron transport, cytochrome c to oxygen"	"integral component of membrane///mitochondrial inner membrane///mitochondrion"	"GO:0004129"	"GO:0006091///GO:1902600///GO:0006123"	"GO:0016021///GO:0005743///GO:0005739"	-0.545420357142858	8.24772612244898	-9.48200133986728	1.36260399002526e-15	5.53300305559404e-13	25.0278502218768
"8082607"	8082607	"ATPase secretory pathway Ca2+ transporting 1"	"ATP2C1"	"27032"	""	""	""	"Homo sapiens ATPase secretory pathway Ca2+ transporting 1 (ATP2C1), transcript variant 3, mRNA///Homo sapiens ATPase secretory pathway Ca2+ transporting 1 (ATP2C1), transcript variant 4, mRNA///Homo sapiens ATPase secretory pathway Ca2+ transporting 1 (ATP2C1), transcript variant 2, mRNA///Homo sapiens ATPase secretory pathway Ca2+ transporting 1 (ATP2C1), transcript variant 5, mRNA///Homo sapiens ATPase secretory pathway Ca2+ transporting 1 (ATP2C1), transcript variant 6, mRNA///Homo sapiens ATPase secretory pathway Ca2+ transporting 1 (ATP2C1), transcript variant 7, mRNA///Homo sapiens ATPase secretory pathway Ca2+ transporting 1 (ATP2C1), transcript variant 8, mRNA///Homo sapiens ATPase secretory pathway Ca2+ transporting 1 (ATP2C1), transcript variant 9, mRNA///Homo sapiens ATPase secretory pathway Ca2+ transporting 1 (ATP2C1), transcript variant 10, mRNA///Homo sapiens ATPase secretory pathway Ca2+ transporting 1 (ATP2C1), transcript variant 11, mRNA///Homo sapiens ATPase secretory pathway Ca2+ transporting 1 (ATP2C1), transcript variant 1, mRNA///Homo sapiens mRNA for calcium-transporting ATPase 2C1 isoform 1d variant protein///Homo sapiens chromosome 3 ATP-dependent Ca2+ pump PMR1 (ATP2C1) mRNA, complete cds///Homo sapiens chromosome 3 ATP-dependent Ca2+ pump PMR1 (ATP2C1) mRNA, alternatively spliced, complete cds///Homo sapiens calcium transport ATPase ATP2C1 (ATP2C1A) mRNA, complete cds///Homo sapiens calcium transport ATPase ATP2C1 (ATP2C1) mRNA, complete cds///Homo sapiens secretory pathway Ca2+/Mn2+ transport ATPase SPCA1b protein (ATP2C1) mRNA, complete cds, alternatively spliced///Homo sapiens secretory pathway Ca2+/Mn2+ transport ATPase SPCA1d protein (ATP2C1) mRNA, complete cds, alternatively spliced///Homo sapiens ATPase, Ca++ transporting, type 2C, member 1, mRNA (cDNA clone MGC:39950 IMAGE:5215224), complete cds"	"312836760///48762688///48762690///312836762///312836764///312836766///312836768///312836770///312836772///312836774///312836761///62088109///6715130///6715132///6826913///7021496///30407992///30407994///20380102"	"NM_001001485///NM_001001486///NM_001001487///NM_001199179///NM_001199180///NM_001199181///NM_001199182///NM_001199183///NM_001199184///NM_001199185///NM_014382///AB209265///AF181120///AF181121///AF189723///AF225981///AY268374///AY268375///BC028139"	NA	NA	"chr3:130613022-130735556"	"3q22.1"	"Chromosome 3, NC_000003.12 (130850500..131016712)"	"ATP binding///calcium-transporting ATPase activity///calcium-transporting ATPase activity///metal ion binding///signal transducer activity"	"Golgi calcium ion homeostasis///Golgi calcium ion transport///actin cytoskeleton reorganization///calcium ion transmembrane transport///calcium ion transport///calcium ion transport///calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules///cellular calcium ion homeostasis///cellular calcium ion homeostasis///epidermis development///ion transmembrane transport///positive regulation of I-kappaB kinase/NF-kappaB signaling///signal transduction"	"Golgi apparatus///Golgi membrane///Golgi membrane///integral component of membrane///integral component of plasma membrane///membrane///trans-Golgi network"	"GO:0005524///GO:0005388///GO:0005388///GO:0046872///GO:0004871"	"GO:0032468///GO:0032472///GO:0031532///GO:0070588///GO:0006816///GO:0006816///GO:0016339///GO:0006874///GO:0006874///GO:0008544///GO:0034220///GO:0043123///GO:0007165"	"GO:0005794///GO:0000139///GO:0000139///GO:0016021///GO:0005887///GO:0016020///GO:0005802"	-0.330946904761905	8.27567551020408	-9.41875602251639	1.87460035975947e-15	7.52030941914593e-13	24.7169858516481
"7996455"	7996455	"E2F transcription factor 4"	"E2F4"	"1874"	""	""	""	"Homo sapiens E2F transcription factor 4 (E2F4), mRNA///Homo sapiens E2F4 mRNA for E2F transcription factor 4, complete cds, clone: FLJ08135AAAN///Homo sapiens E2F transcription factor 4, p107/p130-binding, mRNA (cDNA clone MGC:45817 IMAGE:4585569), complete cds///E2F-4=transcription factor [human, Nalm6 and HeLa cells, mRNA, 1539 nt]///Human transcription factor E2F-4 mRNA, complete cds///Homo sapiens cDNA clone IMAGE:4329093, **** WARNING: chimeric clone ****"	"44829053///197692284///21619905///802120///758413///14603234"	"NM_001950///AB451292///BC033180///S75174///U15641///BC010079"	NA	NA	"chr16:67226063-67232821"	"16q22.1"	"Chromosome 16, NC_000016.10 (67192165..67198918)"	"DNA binding///RNA polymerase II core promoter proximal region sequence-specific DNA binding///promoter-specific chromatin binding///protein binding///protein domain specific binding///transcription factor activity, sequence-specific DNA binding///transcription factor binding///transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest///blood circulation///cell volume homeostasis///centriole assembly///epithelial cell development///motile cilium assembly///multi-ciliated epithelial cell differentiation///organ morphogenesis///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///regulation of cell proliferation///regulation of transcription involved in G1/S transition of mitotic cell cycle///transcription from RNA polymerase II promoter"	"nuclear chromatin///nucleoplasm///nucleoplasm///transcription factor complex"	"GO:0003677///GO:0000978///GO:1990841///GO:0005515///GO:0019904///GO:0003700///GO:0008134///GO:0001077"	"GO:0006977///GO:0008015///GO:0006884///GO:0098534///GO:0002064///GO:0044458///GO:1903251///GO:0009887///GO:0045944///GO:0045944///GO:0045944///GO:0042127///GO:0000083///GO:0006366"	"GO:0000790///GO:0005654///GO:0005654///GO:0005667"	0.409423571428569	9.58153520408163	9.4130224726207	1.92959594774898e-15	7.64878050859497e-13	24.6888077261651
"8001147"	8001147	"ISY1-RAB43 readthrough///RAB43, member RAS oncogene family"	"ISY1-RAB43///RAB43"	"100534599///339122"	""	""	""	"Homo sapiens RAB43, member RAS oncogene family (RAB43), transcript variant 2, mRNA///Homo sapiens RAB43, member RAS oncogene family (RAB43), transcript variant 3, mRNA///Homo sapiens RAB43, member RAS oncogene family (RAB43), transcript variant 4, mRNA///Homo sapiens RAB43, member RAS oncogene family (RAB43), transcript variant 5, mRNA///Homo sapiens RAB43, member RAS oncogene family (RAB43), transcript variant 6, mRNA///Homo sapiens RAB43, member RAS oncogene family (RAB43), transcript variant 7, mRNA///Homo sapiens ISY1-RAB43 readthrough (ISY1-RAB43), mRNA///Homo sapiens RAB43, member RAS oncogene family (RAB43), transcript variant 1, mRNA///Homo sapiens RAB43 mRNA, complete cds///Homo sapiens RAB43, member RAS oncogene family, mRNA (cDNA clone MGC:71421 IMAGE:4873224), complete cds///Homo sapiens RAB43, member RAS oncogene family, mRNA (cDNA clone IMAGE:5738096), **** WARNING: chimeric clone ****"	"325910890///325910892///325910894///325910896///325910898///325910900///325910835///325910889///30749201///38382890///52789390"	"NM_001204883///NM_001204884///NM_001204885///NM_001204886///NM_001204887///NM_001204888///NM_001204890///NM_198490///AY166852///BC062319///BC082988"	NA	NA	"chr16:46660316-46660750"	"3q///3q21.3"	"Chromosome 3, NC_000003.12 (129087569..129161230, complement)///Chromosome 3, NC_000003.12 (129087569..129122150, complement)"	"GTP binding///GTPase activity///protein binding"	"Golgi organization///phagosome maturation///retrograde transport, plasma membrane to Golgi///small GTPase mediated signal transduction///toxin transport///virion assembly"	"Golgi apparatus///endosome///extracellular exosome///phagocytic vesicle///phagocytic vesicle membrane///trans-Golgi network membrane"	"GO:0005525///GO:0003924///GO:0005515"	"GO:0007030///GO:0090382///GO:0035526///GO:0007264///GO:1901998///GO:0019068"	"GO:0005794///GO:0005768///GO:0070062///GO:0045335///GO:0030670///GO:0032588"	0.49332023809524	9.0736087755102	9.41036493030461	1.95563073979641e-15	7.66078079329426e-13	24.6757471725407
"7895376"	7895376	""	""	""	""	""	""	""	""	""	NA	NA	"control"	""	""	""	""	""	""	""	""	-0.73827583333334	10.6822921428571	-9.39966629982269	2.06403969934573e-15	7.99143370571103e-13	24.6231699000427
